mercado,archivo_fuente,fecha_emision,hora_emision,segmento_horario,medio,canal_raw,canal_normalizado,grupo_canal,localidad,spot_tipo,marca_raw,marca_comercial,producto,version,sector,subsector,duracion_segundos,costo_usd_real,costo_usd_estimado,costo_usd_final,is_valid,updated_at
BRASIL,20240901,2024-09-01,00:34:49,Primetime,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,normal,WINSHARK,WINSHARK,SITE APOSTA,DIA DE TRABALHO 30A,MIDIA,MIDIA ONLINE,30,1860.0,1975.5010511883031,1860.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,01:29:52,Primetime,TELEVISION_CABLE,ESPN6,ESPN 6,ESPN,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,340.0,1975.5010511883031,340.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,01:00:22,Primetime,TELEVISION_CABLE,FX,FX,FX Networks,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,2440.0,1975.5010511883031,2440.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,01:38:17,Primetime,TELEVISION_CABLE,FX,FX,FX Networks,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,2440.0,1975.5010511883031,2440.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,01:20:43,Primetime,TELEVISION_CABLE,FX,FX,FX Networks,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,2440.0,1975.5010511883031,2440.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:41:01,Primetime,TELEVISION_CABLE,FX,FX,FX Networks,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,2440.0,1975.5010511883031,2440.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:52:39,Primetime,TELEVISION_CABLE,MULTISHOW,Multishow,Globo,NACIONAL,normal,STARWAGER,STARWAGER,SITE APOSTA,AQUI TU BRILHA TODA DIA,MIDIA,MIDIA ONLINE,30,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:17:51,Primetime,TELEVISION_CABLE,MULTISHOW,Multishow,Globo,NACIONAL,normal,STARWAGER,STARWAGER,SITE APOSTA,E O HIT,MIDIA,MIDIA ONLINE,30,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:13:32,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,normal,WINNERX,WINNERX,SITE APOSTA,DIA DE JOGO,MIDIA,MIDIA ONLINE,30,5600.0,1975.5010511883031,5600.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:02:12,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,normal,MEGAGAME,MEGAGAME,SITE APOSTA,SUPER ODDS,MIDIA,MIDIA ONLINE,15,4200.0,1975.5010511883031,4200.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:27:26,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,5600.0,1975.5010511883031,5600.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,00:16:59,Primetime,TELEVISION_CABLE,TNT,TNT,Warner Bros. Discovery,NACIONAL,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,5000.0,1975.5010511883031,5000.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-09-01,01:03:09,Primetime,TELEVISION_CABLE,TNT,TNT,Warner Bros. Discovery,NACIONAL,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,5000.0,1975.5010511883031,5000.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,14:40:04,Day,TELEVISION_CABLE,ESPN3,ESPN 3,ESPN,NACIONAL,patrocínio,BET4FUN,BET4FUN,SITE APOSTA,2024-07-25 BOLA DE PRATA,MIDIA,MIDIA ONLINE,5,150.0,642.55854144046259,150.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,19:11:57,Primetime,TELEVISION_CABLE,ESPN,ESPN,ESPN,NACIONAL,insert virtual,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 ESPN FC,MIDIA,MIDIA ONLINE,302,7080.0,1975.5010511883031,7080.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,19:19:57,Primetime,TELEVISION_CABLE,ESPN,ESPN,ESPN,NACIONAL,insert virtual,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 ESPN FC B,MIDIA,MIDIA ONLINE,302,7080.0,1975.5010511883031,7080.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,16:37:29,Day,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,insert estatico,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 LA LIGA B,MIDIA,MIDIA ONLINE,10,500.0,642.55854144046259,500.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:05:38,Day,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,insert virtual,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 LA LIGA C,MIDIA,MIDIA ONLINE,15,750.0,642.55854144046259,750.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:23:03,Day,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,insert virtual,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 LA LIGA D,MIDIA,MIDIA ONLINE,20,750.0,642.55854144046259,750.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:42:02,Day,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,insert estatico,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 LA LIGA E,MIDIA,MIDIA ONLINE,10,500.0,642.55854144046259,500.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,18:06:14,Primetime,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,insert virtual,WINSHARK,WINSHARK,SITE APOSTA,2024-08-26 LA LIGA F,MIDIA,MIDIA ONLINE,15,1395.0,1975.5010511883031,1395.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,21:44:19,Primetime,TELEVISION_ABIERTA,REDE TV!,RedeTV!,RedeTV,SAO PAULO,normal,SOUTHWIN,SOUTHWIN,SITE APOSTA,5 ANOS W,MIDIA,MIDIA ONLINE,30,15986.0,12107.108055105349,15986.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:43:51,Day,TELEVISION_ABIERTA,REDE TV!,RedeTV!,RedeTV,SAO PAULO,normal,SOUTHWIN,SOUTHWIN,SITE APOSTA,5 ANOS W,MIDIA,MIDIA ONLINE,30,6974.0,5626.390909090911,6974.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,20:23:03,Primetime,TELEVISION_ABIERTA,REDE TV!,RedeTV!,RedeTV,SAO PAULO,normal,SOUTHWIN,SOUTHWIN,SITE APOSTA,5 ANOS W,MIDIA,MIDIA ONLINE,30,32880.0,12107.108055105349,32880.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:14:18,Day,TELEVISION_ABIERTA,SBT RIO,SBT Rio,SBT,RIO DE JANEIRO,normal,ELITEBET,ELITEBET,SITE APOSTA,A BET DOS VIPS S,MIDIA,MIDIA ONLINE,30,4126.0,5626.390909090911,4126.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,03:33:30,Greytime,TELEVISION_CABLE,FX,FX,FX Networks,NACIONAL,normal,MEGAGAME,MEGAGAME,SITE APOSTA,ABRA SUA CONTA,MIDIA,MIDIA ONLINE,30,210.0,293.84257142857092,210.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,16:43:22,Day,TELEVISION_ABIERTA,RECORD,Record,Record,SAO PAULO,normal,BETACTION,BETACTION,SITE APOSTA,ANA PATRICIA,MIDIA,MIDIA ONLINE,15,6372.0,5626.390909090911,6372.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,16:43:26,Day,TELEVISION_ABIERTA,RECORD RIO,Record Rio,Record,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,ANA PATRICIA,MIDIA,MIDIA ONLINE,15,3115.5,5626.390909090911,3115.5,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,01:05:48,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,392.0,1975.5010511883031,392.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,16:50:45,Day,TELEVISION_ABIERTA,RECORD,Record,Record,SAO PAULO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,8496.0,5626.390909090911,8496.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,16:50:50,Day,TELEVISION_ABIERTA,RECORD RIO,Record Rio,Record,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,4154.0,5626.390909090911,4154.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,13:18:20,Day,TELEVISION_ABIERTA,GLOBO,Globo,Globo,SAO PAULO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,8749.8,5626.390909090911,8749.8,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,22:10:10,Primetime,TELEVISION_ABIERTA,GLOBO RIO,Globo Rio,Globo,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,24411.8,12107.108055105349,24411.8,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,19:54:45,Primetime,TELEVISION_ABIERTA,GLOBO RIO,Globo Rio,Globo,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,13115.6,12107.108055105349,13115.6,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,13:13:48,Day,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,1220.0,642.55854144046259,1220.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,06:32:11,Greytime,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,980.0,293.84257142857092,980.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,13:17:12,Day,TELEVISION_ABIERTA,GLOBO RIO,Globo Rio,Globo,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,5606.6,5626.390909090911,5606.6,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,22:09:42,Primetime,TELEVISION_ABIERTA,GLOBO,Globo,Globo,SAO PAULO,normal,BETACTION,BETACTION,SITE APOSTA,APOSTA FUTURO,MIDIA,MIDIA ONLINE,30,35802.6,12107.108055105349,35802.6,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,00:04:54,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,normal,MEGAGAME,MEGAGAME,SITE APOSTA,BASQUETE,MIDIA,MIDIA ONLINE,15,4200.0,1975.5010511883031,4200.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,21:34:58,Primetime,TELEVISION_CABLE,ESPN,ESPN,ESPN,NACIONAL,normal,MEGAGAME,MEGAGAME,SITE APOSTA,BASQUETE,MIDIA,MIDIA ONLINE,15,2655.0,1975.5010511883031,2655.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,23:51:05,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,BOLEIRAGEM,MIDIA,MIDIA ONLINE,5,2100.0,1975.5010511883031,2100.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,23:51:10,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,BOLEIRAGEM,MIDIA,MIDIA ONLINE,5,2100.0,1975.5010511883031,2100.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,23:12:30,Primetime,TELEVISION_CABLE,ESPN3,ESPN 3,ESPN,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,760.0,1975.5010511883031,760.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,20:21:21,Primetime,TELEVISION_CABLE,ESPN3,ESPN 3,ESPN,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,760.0,1975.5010511883031,760.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,18:53:26,Primetime,TELEVISION_CABLE,ESPN3,ESPN 3,ESPN,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,760.0,1975.5010511883031,760.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:12:45,Day,TELEVISION_ABIERTA,BANDEIRANTES,Bandeirantes,Band,SAO PAULO,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS DE ATE,MIDIA,MIDIA ONLINE,15,4032.0,5626.390909090911,4032.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,22:26:00,Primetime,TELEVISION_CABLE,DISCOVERY CHANNEL,Discovery Channel,Warner Bros. Discovery,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS DE ATE 1000,MIDIA,MIDIA ONLINE,15,2535.0,1975.5010511883031,2535.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,13:16:49,Day,TELEVISION_ABIERTA,GLOBO,Globo,Globo,SAO PAULO,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS DE ATE 1000,MIDIA,MIDIA ONLINE,15,6562.35,5626.390909090911,6562.35,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,01:05:36,Primetime,TELEVISION_ABIERTA,SBT,SBT,SBT,SAO PAULO,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS DE ATE 1000,MIDIA,MIDIA ONLINE,15,11415.0,12107.108055105349,11415.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,13:07:30,Day,TELEVISION_ABIERTA,GLOBO RIO,Globo Rio,Globo,RIO DE JANEIRO,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS DE ATE 1000,MIDIA,MIDIA ONLINE,15,4204.95,5626.390909090911,4204.95,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,01:05:40,Primetime,TELEVISION_ABIERTA,SBT RIO,SBT Rio,SBT,RIO DE JANEIRO,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS DE ATE 1000,MIDIA,MIDIA ONLINE,15,3270.45,12107.108055105349,3270.45,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:02:03,Day,TELEVISION_ABIERTA,BANDEIRANTES,Bandeirantes,Band,SAO PAULO,normal,CITYWAGER,CITYWAGER,SITE APOSTA,BONUS DIARIOS,MIDIA,MIDIA ONLINE,30,5376.0,5626.390909090911,5376.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:33:45,Day,TELEVISION_ABIERTA,BANDEIRANTES,Bandeirantes,Band,SAO PAULO,normal,CITYWAGER,CITYWAGER,SITE APOSTA,BONUS DIARIOS,MIDIA,MIDIA ONLINE,30,5376.0,5626.390909090911,5376.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:01:55,Day,TELEVISION_ABIERTA,BAND RIO,Band Rio,Band,RIO DE JANEIRO,normal,CITYWAGER,CITYWAGER,SITE APOSTA,BONUS DIARIOS,MIDIA,MIDIA ONLINE,30,2867.6,5626.390909090911,2867.6,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,18:05:38,Primetime,TELEVISION_CABLE,SPORTV,SporTV,SporTV,NACIONAL,patrocínio,HOUSE OF WAGERS,HOUSE OF WAGERS,SITE APOSTA,BRASILEIRAO SERIE B,MIDIA,MIDIA ONLINE,5,2100.0,1975.5010511883031,2100.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:00:03,Day,TELEVISION_ABIERTA,BANDEIRANTES,Bandeirantes,Band,SAO PAULO,normal,HOUSE OF WAGERS,HOUSE OF WAGERS,SITE APOSTA,CASA DO BRASIL 30,MIDIA,MIDIA ONLINE,30,5376.0,5626.390909090911,5376.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:24:53,Day,TELEVISION_CABLE,ESPN5,ESPN 5,ESPN,NACIONAL,patrocínio,MEGAGAME,MEGAGAME,SITE APOSTA,CICLISMO,MIDIA,MIDIA ONLINE,5,60.0,642.55854144046259,60.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,06:32:05,Greytime,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,CNN ESPORTES,MIDIA,MIDIA ONLINE,5,367.5,293.84257142857092,367.5,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,22:44:22,Primetime,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,CNN ESPORTES,MIDIA,MIDIA ONLINE,5,1275.0,1975.5010511883031,1275.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:34:01,Day,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,CNN ESPORTES,MIDIA,MIDIA ONLINE,5,367.5,642.55854144046259,367.5,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,21:46:12,Primetime,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,CNN ESPORTES,MIDIA,MIDIA ONLINE,5,1275.0,1975.5010511883031,1275.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:27:20,Day,TELEVISION_CABLE,CNN BRASIL,CNN Brasil,CNN,NACIONAL,patrocínio,BETACTION,BETACTION,SITE APOSTA,CNN ESPORTES,MIDIA,MIDIA ONLINE,5,457.5,642.55854144046259,457.5,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,20:14:43,Primetime,TELEVISION_ABIERTA,SBT RIO,SBT Rio,SBT,RIO DE JANEIRO,normal,PLAYSTREAM,PLAYSTREAM,SITE APOSTA,CONMEBOL LIBERTADORES B,MIDIA,MIDIA ONLINE,30,6586.4,12107.108055105349,6586.4,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:35:20,Day,TELEVISION_CABLE,SPORTV 2,SporTV 2,SporTV,NACIONAL,normal,PLAYSTREAM,PLAYSTREAM,SITE APOSTA,CONMEBOL LIBERTADORES B,MIDIA,MIDIA ONLINE,30,360.0,642.55854144046259,360.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:04:46,Day,TELEVISION_CABLE,SPORTV 2,SporTV 2,SporTV,NACIONAL,normal,PLAYSTREAM,PLAYSTREAM,SITE APOSTA,CONMEBOL LIBERTADORES B,MIDIA,MIDIA ONLINE,30,360.0,642.55854144046259,360.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,14:57:45,Day,TELEVISION_CABLE,SPORTV 2,SporTV 2,SporTV,NACIONAL,normal,PLAYSTREAM,PLAYSTREAM,SITE APOSTA,CONMEBOL LIBERTADORES B,MIDIA,MIDIA ONLINE,30,360.0,642.55854144046259,360.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:50:41,Day,TELEVISION_CABLE,SPORTV 2,SporTV 2,SporTV,NACIONAL,normal,PLAYSTREAM,PLAYSTREAM,SITE APOSTA,CONMEBOL LIBERTADORES B,MIDIA,MIDIA ONLINE,30,360.0,642.55854144046259,360.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,20:14:41,Primetime,TELEVISION_ABIERTA,SBT,SBT,SBT,SAO PAULO,normal,PLAYSTREAM,PLAYSTREAM,SITE APOSTA,CONMEBOL LIBERTADORES B,MIDIA,MIDIA ONLINE,30,29820.0,12107.108055105349,29820.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,17:54:50,Day,TELEVISION_ABIERTA,GLOBO,Globo,Globo,SAO PAULO,patrocínio,BETACTION,BETACTION,SITE APOSTA,COPA DO BRASIL,MIDIA,MIDIA ONLINE,5,3609.08,5626.390909090911,3609.08,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,23:53:23,Primetime,TELEVISION_ABIERTA,GLOBO,Globo,Globo,SAO PAULO,patrocínio,BETACTION,BETACTION,SITE APOSTA,COPA DO BRASIL,MIDIA,MIDIA ONLINE,5,5069.93,12107.108055105349,5069.93,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:36:29,Day,RADIO_FM,CBN FM 92.5,CBN FM 92.5,,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,COTACAO PROFETA,MIDIA,MIDIA ONLINE,29,982.6,594.77189189189164,982.6,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,13:56:03,Day,RADIO_FM,CBN FM 92.5,CBN FM 92.5,,RIO DE JANEIRO,normal,BETACTION,BETACTION,SITE APOSTA,COTACAO PROFETA,MIDIA,MIDIA ONLINE,29,323.2,594.77189189189164,323.2,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,11:52:21,Day,TELEVISION_CABLE,ESPN4,ESPN 4,ESPN,NACIONAL,normal,NEOWIN,NEOWIN,SITE APOSTA,CRIADOR DE APOSTAS,MIDIA,MIDIA ONLINE,30,540.0,642.55854144046259,540.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-26,21:46:04,Primetime,TELEVISION_CABLE,SPORTV 3,SporTV 3,SporTV,NACIONAL,normal,FOOTY MANAGER,FOOTY MANAGER,CARTOLA FC,DEFINICAO,MIDIA,MIDIA ONLINE,30,310.0,1975.5010511883031,310.0,true,2026-06-18 23:39:33.427493 UTC
